Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
117.0,Moussa Diabaté,C,22,LAC,11,0.0,5.8,0.9,1.7,0.526,0.0,0.0,0.9,1.7,0.526,0.526,0.8,1.3,0.643,1.4,0.8,2.2,0.4,0.5,0.1,0.2,0.4,2.6,
118.0,Mamadi Diakite,PF,27,SAS,3,0.0,5.3,1.3,1.7,0.8,0.0,0.0,1.3,1.7,0.8,0.8,1.3,2.0,0.667,0.3,0.7,1.0,0.7,0.0,0.3,0.0,0.3,4.0,
119.0,Hamidou Diallo,SG,25,WAS,2,0.0,2.5,0.5,1.0,0.5,0.0,0.0,0.5,1.0,0.5,0.5,0.0,0.0,1.0,0.0,1.0,0.5,1.0,0.0,0.5,0.5,1.0,,
120.0,Gradey Dick,SG,20,TOR,39,1.0,16.1,2.3,5.2,0.441,1.2,3.1,0.378,1.2,2.2,0.529,0.551,0.6,0.6,0.92,0.4,1.4,1.8,1.2,0.5,0.0,0.6,1.3,6.4
121.0,Ousmane Dieng,PF,20,OKC,29,0.0,11.2,1.5,3.5,0.426,0.7,2.2,0.313,0.8,1.3,0.622,0.525,0.5,0.6,0.875,0.3,1.3,1.7,1.1,0.2,0.1,0.6,0.7,4.1
122.0,Spencer Dinwiddie,PG,30,TOT,55,48.0,29.9,3.8,9.8,0.39,1.7,5.5,0.318,2.1,4.3,0.481,0.479,2.3,3.0,0.782,0.5,2.5,3.0,5.7,0.8,0.2,1.3,1.8,11.7
123.0,Donte DiVincenzo,SG,27,NYK,59,41.0,25.7,5.0,11.1,0.449,3.2,7.7,0.41,1.8,3.4,0.54,0.592,0.9,1.3,0.716,0.8,2.5,3.4,2.4,1.2,0.4,1.2,2.0,14.0
124.0,Luka Dončić,PG,24,DAL,52,52.0,37.4,11.7,23.6,0.496,3.9,10.2,0.379,7.8,13.4,0.584,0.577,7.2,9.2,0.781,0.8,8.1,8.9,9.7,1.5,0.6,3.8,2.1,34.5
125.0,Luguentz Dort,SF,24,OKC,57,57.0,28.4,3.6,8.2,0.439,1.9,4.9,0.396,1.7,3.4,0.503,0.557,1.5,1.8,0.819,1.1,2.7,3.8,1.3,0.9,0.7,0.9,3.0,10.7
126.0,Ayo Dosunmu,SG,24,CHI,58,19.0,26.8,4.1,8.3,0.495,1.4,3.6,0.406,2.7,4.8,0.562,0.582,0.9,1.2,0.783,0.7,2.0,2.7,2.7,0.8,0.4,1.2,2.0,10.6
127.0,Andre Drummond,C,30,CHI,60,10.0,17.3,3.5,6.3,0.554,0.0,0.1,0.0,3.5,6.2,0.559,0.554,1.5,2.6,0.577,3.5,5.5,9.0,0.5,1.0,0.7,1.1,1.8,8.5
128.0,Chris Duarte,SF,26,SAC,42,11.0,13.3,1.4,3.6,0.375,0.7,2.1,0.345,0.6,1.5,0.415,0.474,0.5,0.6,0.778,0.4,1.4,1.9,0.8,0.5,0.1,0.5,1.5,3.9
129.0,Kris Dunn,PG,29,UTA,52,27.0,18.2,2.3,4.7,0.48,0.7,1.7,0.395,1.6,3.0,0.525,0.549,0.3,0.5,0.68,0.7,2.1,2.8,4.0,1.1,0.4,1.3,1.9,5.5
130.0,Kevin Durant,PF,35,PHO,52,52.0,37.2,10.1,19.1,0.528,2.2,5.2,0.422,7.9,13.9,0.567,0.585,5.5,6.4,0.859,0.6,6.1,6.7,5.7,0.9,1.3,3.2,1.8,27.9
131.0,Jalen Duren,C,20,DET,44,43.0,30.2,6.0,9.6,0.626,0.0,0.1,0.0,6.0,9.5,0.63,0.626,2.0,2.6,0.757,3.3,8.7,12.0,2.6,0.5,0.9,2.0,3.3,14.0
132.0,Tari Eason,PF,22,HOU,22,0.0,21.8,4.0,8.6,0.466,0.8,2.3,0.36,3.2,6.3,0.504,0.513,1.0,1.5,0.636,2.1,4.9,7.0,1.2,1.4,0.9,0.9,2.3,9.8
133.0,Anthony Edwards,SG,22,MIN,57,57.0,34.8,9.1,19.6,0.466,2.5,6.7,0.381,6.6,12.9,0.51,0.531,5.5,6.6,0.843,0.5,4.7,5.2,5.1,1.2,0.5,3.2,1.9,26.3
134.0,Kessler Edwards,SF,23,SAC,39,0.0,4.8,0.5,1.4,0.396,0.3,0.8,0.364,0.2,0.5,0.45,0.509,0.1,0.2,0.667,0.1,0.6,0.8,0.2,0.1,0.1,0.0,0.5,1.5
135.0,Keon Ellis,SG,24,SAC,35,4.0,11.6,1.1,2.7,0.415,0.8,2.1,0.36,0.3,0.5,0.632,0.559,0.3,0.5,0.647,0.4,0.9,1.3,1.3,0.5,0.4,0.5,1.5,3.3
136.0,Joel Embiid,C,29,PHI,34,34.0,34.0,11.8,22.2,0.533,1.2,3.3,0.366,10.6,18.9,0.562,0.56,10.5,11.9,0.883,2.6,8.7,11.3,5.7,1.1,1.8,3.7,2.9,35.3
137.0,Drew Eubanks,C,26,PHO,53,4.0,15.9,2.2,3.5,0.622,0.1,0.1,1.0,2.2,3.5,0.616,0.63,1.0,1.4,0.743,1.3,2.9,4.2,0.9,0.4,0.9,1.0,1.6,5.5
138.0,Tosan Evbuomwan,SF,22,TOT,6,0.0,15.0,1.2,3.0,0.389,0.5,1.5,0.333,0.7,1.5,0.444,0.472,0.0,0.0,1.3,1.3,2.7,1.0,0.2,0.2,0.2,1.0,2.8,
139.0,Dante Exum,PG,28,DAL,34,14.0,19.5,3.5,6.2,0.562,0.9,2.0,0.478,2.5,4.2,0.601,0.638,1.0,1.4,0.729,0.5,2.2,2.8,2.9,0.5,0.1,0.8,1.6,8.9
140.0,Bruno Fernando,C,25,ATL,22,1.0,10.4,1.8,3.2,0.549,0.0,0.1,0.0,1.8,3.1,0.574,0.549,1.0,1.7,0.605,1.1,2.0,3.0,0.6,0.4,0.5,0.5,1.5,4.6
141.0,Dorian Finney-Smith,PF,30,BRK,50,39.0,27.7,3.2,7.6,0.414,1.9,5.1,0.369,1.3,2.5,0.504,0.537,0.4,0.6,0.679,1.6,3.1,4.7,1.4,0.7,0.6,0.8,2.3,8.6
142.0,Adam Flagler,SG,24,OKC,1,0.0,6.0,0.0,3.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,,
143.0,Malachi Flynn,PG,25,TOT,52,0.0,11.6,1.5,3.7,0.396,0.7,2.0,0.34,0.8,1.7,0.465,0.49,0.5,0.7,0.757,0.3,1.3,1.5,1.7,0.4,0.1,0.8,1.0,4.2
144.0,Simone Fontecchio,SF,28,TOT,58,39.0,23.8,3.5,7.8,0.454,1.9,4.8,0.395,1.6,2.9,0.55,0.576,0.6,0.8,0.771,1.0,2.5,3.5,1.5,0.6,0.3,1.0,1.6,9.6
145.0,Jordan Ford,PG,25,SAC,6,0.0,3.7,0.7,1.2,0.571,0.3,0.5,0.667,0.3,0.7,0.5,0.714,0.3,0.3,1.0,0.0,0.3,0.3,0.3,0.0,0.0,0.2,0.0,2.0
146.0,Trent Forrest,SG,25,ATL,21,0.0,10.3,0.7,2.3,0.313,0.1,0.3,0.286,0.6,2.0,0.317,0.333,0.4,0.5,0.8,0.2,1.0,1.2,2.0,0.3,0.0,0.5,0.9,1.9
147.0,Evan Fournier,SG,31,TOT,10,0.0,16.5,2.3,6.1,0.377,1.2,3.9,0.308,1.1,2.2,0.5,0.475,1.0,1.2,0.833,0.2,1.9,2.1,0.8,1.1,0.2,0.9,1.4,6.8
148.0,De'Aaron Fox,PG,26,SAC,51,51.0,35.6,9.8,20.7,0.471,2.8,7.6,0.369,6.9,13.1,0.531,0.539,4.5,6.4,0.709,0.9,3.3,4.2,5.6,1.9,0.4,2.7,2.6,26.9
149.0,Javon Freeman-Liberty,PG,24,TOR,3,0.0,1.7,0.3,1.0,0.333,0.0,0.0,0.3,1.0,0.333,0.333,0.0,0.0,0.3,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.7,,
150.0,Alex Fudge,SF,20,LAL,4,0.0,3.5,0.3,1.5,0.167,0.0,0.5,0.0,0.3,1.0,0.25,0.167,0.5,0.5,1.0,0.5,0.0,0.5,0.0,0.0,0.0,0.3,0.3,1.0
151.0,Markelle Fultz,PG,25,ORL,24,15.0,23.3,3.8,7.9,0.479,0.0,0.4,0.111,3.8,7.5,0.497,0.482,0.6,1.0,0.6,1.4,2.1,3.5,3.4,1.3,0.3,1.2,1.6,8.3
152.0,Daniel Gafford,C-PF,25,TOT,53,47.0,25.1,4.4,6.5,0.684,0.0,0.0,4.4,6.5,0.684,0.684,1.8,2.5,0.711,2.9,5.0,7.9,1.4,0.9,2.0,1.0,3.1,10.6,
153.0,Danilo Gallinari,PF-SF,35,TOT,37,0.0,14.1,1.9,4.5,0.436,0.7,2.2,0.338,1.2,2.3,0.529,0.518,1.9,2.3,0.857,0.5,2.1,2.6,1.3,0.2,0.1,0.4,1.1,6.6
154.0,Darius Garland,PG,24,CLE,35,35.0,32.7,6.6,14.4,0.457,2.1,5.6,0.367,4.5,8.8,0.515,0.529,3.1,3.7,0.852,0.5,1.9,2.4,6.1,1.3,0.1,3.2,1.5,18.4
155.0,Usman Garuba,PF,21,GSW,3,0.0,2.7,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.3,0.0,0.3,0.3,0.3,0.0,0.0,0.7,0.0,,
156.0,Luka Garza,C,25,MIN,14,0.0,2.9,0.8,1.8,0.44,0.2,0.6,0.333,0.6,1.1,0.5,0.5,0.6,0.9,0.667,0.4,0.4,0.8,0.1,0.0,0.0,0.1,0.8,2.4
157.0,Kaiser Gates,SF,27,NOP,1,0.0,7.0,0.0,4.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,
158.0,Keyonte George,PG,20,UTA,54,23.0,25.4,3.8,9.8,0.389,1.9,5.5,0.349,1.9,4.4,0.438,0.486,2.3,2.8,0.827,0.3,2.5,2.8,4.5,0.5,0.1,2.1,1.1,11.8
159.0,Paul George,PF,33,LAC,53,53.0,33.8,7.8,17.1,0.457,3.2,8.2,0.394,4.6,8.9,0.515,0.551,3.3,3.7,0.903,0.5,4.8,5.4,3.6,1.6,0.4,2.0,2.8,22.1
160.0,Taj Gibson,PF,38,NYK,16,1.0,10.3,0.4,1.4,0.304,0.0,0.4,0.0,0.4,1.1,0.412,0.304,0.1,0.1,1.0,0.6,1.1,1.8,0.6,0.1,0.4,0.3,1.8,1.0
161.0,Josh Giddey,SG,21,OKC,58,58.0,24.6,4.5,10.2,0.447,0.9,2.9,0.321,3.6,7.3,0.496,0.492,1.2,1.4,0.821,1.3,4.8,6.1,4.4,0.7,0.5,2.0,1.3,11.2
162.0,Harry Giles,C,25,BRK,16,0.0,5.1,1.4,2.8,0.5,0.2,0.7,0.273,1.2,2.1,0.576,0.534,0.4,0.8,0.538,0.8,0.9,1.6,0.4,0.1,0.2,0.4,0.9,3.4
163.0,Shai Gilgeous-Alexander,PG,25,OKC,58,58.0,34.4,11.0,20.1,0.548,1.3,3.3,0.392,9.7,16.7,0.579,0.58,7.9,8.9,0.882,0.9,4.7,5.6,6.5,2.1,0.9,2.1,2.5,31.2
164.0,Anthony Gill,PF,31,WAS,32,0.0,5.4,0.7,1.6,0.46,0.1,0.4,0.231,0.6,1.2,0.541,0.49,0.5,0.6,0.75,0.4,0.8,1.2,0.4,0.2,0.2,0.5,0.4,2.0
165.0,Collin Gillespie,PG,24,DEN,19,0.0,8.5,1.2,2.4,0.511,0.6,1.3,0.458,0.6,1.1,0.571,0.633,0.3,0.4,0.625,0.1,0.6,0.6,0.8,0.5,0.0,0.5,0.9,3.3
166.0,Jacob Gilyard,PG,25,MEM,37,14.0,17.7,1.6,3.9,0.417,1.4,3.2,0.425,0.2,0.6,0.375,0.594,0.1,0.1,1.0,0.2,0.9,1.2,3.5,0.7,0.1,0.8,0.9,4.7
167.0,Rudy Gobert,C,31,MIN,58,58.0,33.6,5.2,8.0,0.646,0.0,0.1,0.0,5.2,8.0,0.65,0.646,3.3,5.1,0.636,3.6,9.1,12.7,1.2,0.6,2.1,1.5,3.0,13.6
168.0,Jordan Goodwin,PG,25,TOT,44,3.0,15.4,2.0,5.3,0.38,0.6,2.1,0.29,1.4,3.2,0.44,0.438,0.7,0.8,0.784,1.1,2.0,3.1,2.1,0.7,0.3,0.8,1.1,5.3
169.0,Aaron Gordon,PF,28,DEN,54,54.0,31.5,5.5,9.8,0.557,0.5,1.8,0.293,4.9,8.0,0.618,0.585,2.4,3.7,0.652,2.4,4.1,6.5,3.2,0.9,0.7,1.5,1.9,13.9
170.0,Eric Gordon,SG,35,PHO,49,24.0,29.8,4.6,10.0,0.457,2.5,6.3,0.389,2.1,3.6,0.576,0.581,0.9,1.1,0.815,0.3,1.8,2.1,2.2,1.0,0.5,1.3,1.3,12.5
171.0,Devonte' Graham,PG,28,SAS,12,0.0,8.3,0.9,2.5,0.367,0.6,1.8,0.318,0.3,0.7,0.5,0.483,0.5,0.7,0.75,0.2,1.2,1.3,1.6,0.3,0.1,0.3,0.3,2.9
172.0,Jerami Grant,PF,29,POR,51,51.0,34.1,7.3,16.1,0.452,2.1,5.2,0.404,5.2,10.9,0.476,0.518,4.8,5.9,0.811,0.7,2.9,3.7,2.8,0.8,0.6,2.1,2.2,21.4
173.0,A.J. Green,SG,24,MIL,40,0.0,9.2,1.5,3.3,0.443,1.2,2.8,0.425,0.3,0.5,0.556,0.626,0.3,0.3,0.909,0.2,0.9,1.1,0.6,0.1,0.1,0.1,0.9,4.4
174.0,Danny Green,SG,36,PHI,2,0.0,9.0,0.0,1.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.5,0.5,0.0,0.0,0.5,0.0,
175.0,Draymond Green,PF,33,GSW,35,32.0,26.7,3.4,6.8,0.502,1.1,2.4,0.446,2.4,4.5,0.532,0.579,1.2,1.6,0.768,1.3,5.8,7.1,5.9,0.8,0.9,2.4,3.0,9.1
176.0,Jalen Green,SG,21,HOU,59,59.0,30.5,6.2,15.3,0.404,2.1,6.7,0.312,4.1,8.6,0.476,0.473,3.5,4.3,0.808,0.4,4.4,4.8,3.3,0.7,0.3,2.2,1.3,17.9
177.0,Jeff Green,PF,37,HOU,57,5.0,16.7,2.0,4.2,0.473,0.5,1.5,0.314,1.5,2.7,0.562,0.529,1.7,2.1,0.815,0.6,1.5,2.1,0.9,0.2,0.4,0.7,1.4,6.1
178.0,Josh Green,SG,23,DAL,47,30.0,27.5,3.4,6.9,0.489,1.4,3.5,0.41,1.9,3.3,0.573,0.594,0.7,1.1,0.66,0.7,2.6,3.3,2.5,0.9,0.1,1.1,2.0,8.9
179.0,AJ Griffin,SF,20,ATL,18,0.0,7.3,0.7,2.5,0.289,0.5,1.8,0.273,0.2,0.7,0.333,0.389,0.1,0.1,1.0,0.1,0.7,0.8,0.2,0.1,0.1,0.3,0.3,2.1
180.0,Quentin Grimes,SG,23,TOT,49,18.0,20.2,2.4,6.4,0.382,1.7,4.7,0.351,0.8,1.7,0.47,0.511,0.6,0.8,0.73,0.3,1.7,2.0,1.2,0.7,0.1,0.5,1.4,7.1
181.0,Mouhamadou Gueye,PF,25,TOR,1,0.0,6.0,1.0,3.0,0.333,0.0,0.0,1.0,3.0,0.333,0.333,0.0,0.0,2.0,1.0,3.0,0.0,0.0,2.0,0.0,1.0,2.0,,
182.0,Mouhamed Gueye,PF,21,ATL,2,0.0,2.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.5,0.0,,
183.0,Rui Hachimura,PF,25,LAL,47,18.0,25.0,4.7,9.1,0.513,1.3,3.1,0.401,3.4,6.0,0.571,0.582,1.5,2.0,0.726,0.8,3.0,3.8,1.0,0.7,0.3,0.7,1.4,12.0
184.0,Ashton Hagans,PG,24,POR,8,1.0,13.6,1.3,3.0,0.417,0.0,0.5,0.0,1.3,2.5,0.5,0.417,0.5,0.8,0.667,0.6,1.0,1.6,1.8,0.3,0.6,0.8,2.0,3.0
185.0,Tyrese Haliburton,PG,23,IND,48,47.0,31.9,7.5,15.6,0.485,3.0,7.8,0.387,4.5,7.8,0.583,0.582,2.9,3.4,0.847,0.5,3.2,3.7,11.4,1.1,0.6,2.3,0.9,21.0
186.0,R.J. Hampton,PG,22,MIA,8,2.0,9.5,0.5,1.8,0.286,0.1,1.0,0.125,0.4,0.8,0.5,0.321,0.1,0.3,0.5,0.3,0.5,0.8,1.0,0.0,0.0,0.4,1.0,1.3
187.0,Tim Hardaway Jr.,SF,31,DAL,57,10.0,29.3,5.7,13.9,0.413,3.1,8.4,0.363,2.7,5.5,0.489,0.523,2.2,2.5,0.875,0.3,3.3,3.6,1.7,0.5,0.1,1.0,1.5,16.7
188.0,James Harden,PG,34,LAC,53,53.0,34.5,5.2,11.5,0.451,2.8,6.8,0.416,2.3,4.7,0.502,0.574,4.5,5.1,0.881,0.5,4.6,5.1,8.3,1.1,0.9,2.6,1.9,17.6
189.0,Jaden Hardy,SG,21,DAL,54,6.0,14.8,2.9,7.1,0.407,1.3,3.6,0.365,1.6,3.6,0.448,0.497,0.7,1.0,0.717,0.3,1.6,1.9,1.6,0.3,0.1,0.7,1.1,7.8
190.0,Ron Harper Jr.,Jr.,PF,23,TOR,1.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,,,,
191.0,Gary Harris,SG,29,ORL,37,10.0,22.8,2.5,5.6,0.449,1.4,3.8,0.369,1.1,1.8,0.621,0.575,0.7,0.9,0.771,0.5,1.2,1.7,1.7,0.9,0.3,0.5,1.7,7.2
192.0,Joe Harris,SG,32,DET,16,0.0,10.6,0.9,2.4,0.359,0.6,1.9,0.333,0.3,0.6,0.444,0.487,0.1,0.1,0.5,0.2,0.6,0.8,0.6,0.2,0.1,0.3,1.2,2.4
193.0,Kevon Harris,SG,26,ORL,2,0.0,3.0,1.0,1.5,0.667,0.0,0.0,1.0,1.5,0.667,0.667,0.0,0.0,0.0,1.0,1.0,0.5,0.0,0.0,0.5,1.5,2.0,,
194.0,Tobias Harris,PF,31,PHI,53,53.0,33.8,6.7,13.4,0.498,1.2,3.5,0.351,5.5,9.9,0.549,0.544,2.9,3.2,0.899,1.1,5.0,6.1,3.2,1.0,0.6,1.4,1.7,17.5
195.0,Shaquille Harrison,SG,30,MEM,3,0.0,2.0,0.3,0.7,0.5,0.0,0.0,0.3,0.7,0.5,0.5,0.0,0.0,0.0,0.7,0.7,0.0,0.0,0.3,0.0,0.0,0.7,,
196.0,Josh Hart,SF,28,NYK,59,20.0,31.0,3.3,7.7,0.425,1.0,3.2,0.319,2.3,4.6,0.498,0.49,1.0,1.3,0.769,1.4,6.0,7.4,3.4,0.8,0.3,1.3,1.9,8.6
197.0,Isaiah Hartenstein,C,25,NYK,54,28.0,25.2,2.7,4.5,0.612,0.0,0.1,0.333,2.7,4.4,0.615,0.614,1.4,2.0,0.729,3.4,5.1,8.5,2.1,1.1,1.1,1.2,2.8,6.9
198.0,Sam Hauser,SF,26,BOS,58,6.0,21.1,2.7,6.1,0.447,2.2,5.2,0.416,0.5,0.8,0.646,0.627,0.3,0.3,0.882,0.6,2.7,3.3,0.9,0.4,0.3,0.5,1.3,7.8
199.0,Jordan Hawkins,SG,21,NOP,54,10.0,19.7,3.1,7.8,0.393,1.9,5.2,0.373,1.1,2.6,0.434,0.517,1.2,1.4,0.853,0.5,2.1,2.6,1.2,0.3,0.1,0.7,1.2,9.3
200.0,Jaxson Hayes,C,23,LAL,50,3.0,11.2,1.6,2.3,0.693,0.0,0.1,0.0,1.6,2.1,0.738,0.693,0.6,0.9,0.596,0.8,1.6,2.4,0.4,0.5,0.4,0.4,1.6,3.7
201.0,Killian Hayes,PG,22,DET,42,31.0,24.0,2.8,6.7,0.413,0.5,1.8,0.297,2.3,5.0,0.455,0.452,0.8,1.2,0.66,0.3,2.6,2.8,4.9,0.9,0.5,1.2,1.8,6.9
202.0,Gordon Hayward,SF,33,TOT,30,25.0,29.0,4.8,10.6,0.454,0.7,2.0,0.361,4.1,8.5,0.477,0.489,2.2,2.8,0.774,1.0,3.6,4.5,4.0,0.9,0.4,1.7,1.6,12.5
203.0,Scoot Henderson,PG,19,POR,43,16.0,27.0,4.4,11.8,0.375,1.2,3.9,0.31,3.2,7.9,0.408,0.427,2.8,3.4,0.818,0.9,2.1,3.0,4.7,0.6,0.2,3.0,3.0,12.9
204.0,Taylor Hendricks,PF,20,UTA,21,4.0,17.0,2.1,5.0,0.415,1.0,3.0,0.328,1.1,2.0,0.548,0.514,0.4,0.5,0.818,1.1,2.5,3.6,0.5,0.7,0.5,0.8,1.6,5.6
205.0,Tyler Herro,SG,24,MIA,36,36.0,33.6,7.9,18.0,0.437,3.3,8.1,0.399,4.6,9.9,0.468,0.527,1.8,2.2,0.835,0.5,4.8,5.3,4.4,0.8,0.1,2.1,1.4,20.8
206.0,Buddy Hield,SF-SG,31,TOT,61,37.0,27.0,4.7,10.5,0.445,2.8,7.1,0.39,1.9,3.3,0.564,0.578,0.5,0.6,0.838,0.6,2.6,3.2,3.1,0.9,0.5,1.3,2.2,12.6
207.0,Haywood Highsmith,PF,27,MIA,43,24.0,21.0,2.2,5.0,0.437,1.1,3.0,0.378,1.1,2.0,0.523,0.549,0.5,0.6,0.808,0.9,2.0,2.9,1.0,1.0,0.5,0.6,2.0,6.0
208.0,Nate Hinton,SG,24,HOU,11,0.0,5.3,0.9,1.8,0.5,0.6,1.0,0.636,0.3,0.8,0.333,0.675,0.4,0.5,0.8,0.3,0.8,1.1,0.5,0.2,0.2,0.2,0.9,2.8
209.0,D'Moi Hodge,SG,25,LAL,7,0.0,5.9,0.7,2.1,0.333,0.4,1.7,0.25,0.3,0.4,0.667,0.433,0.1,0.3,0.5,0.0,0.0,0.0,0.7,0.1,0.1,0.1,0.6,2.0
210.0,Aaron Holiday,PG,27,HOU,56,1.0,17.3,2.5,5.5,0.455,1.2,3.0,0.41,1.3,2.6,0.507,0.565,0.7,0.8,0.889,0.3,1.4,1.7,1.8,0.5,0.1,0.8,1.6,7.0
211.0,Jrue Holiday,PG,33,BOS,54,54.0,33.2,4.9,10.3,0.481,2.1,4.6,0.449,2.9,5.7,0.506,0.581,1.0,1.3,0.824,1.3,4.4,5.7,4.9,0.9,0.7,1.9,1.6,13.0
212.0,Justin Holiday,SG,34,DEN,37,9.0,14.0,1.4,3.1,0.447,0.9,2.2,0.395,0.5,0.9,0.576,0.588,0.1,0.1,0.75,0.2,1.1,1.2,0.9,0.6,0.1,0.2,1.3,3.7
213.0,Richaun Holmes,C-PF,30,TOT,30,2.0,10.4,1.6,2.8,0.553,0.0,0.0,1.0,1.5,2.8,0.548,0.559,0.5,0.9,0.615,1.3,2.0,3.3,0.5,0.1,0.4,0.5,1.4,3.7
214.0,Chet Holmgren,C,21,OKC,59,59.0,30.2,6.5,11.9,0.544,1.7,4.3,0.398,4.7,7.6,0.628,0.617,2.5,3.2,0.784,1.6,6.2,7.7,2.7,0.7,2.6,1.7,2.6,17.2
215.0,Jalen Hood-Schifino,SG,20,LAL,19,0.0,5.4,0.5,2.2,0.244,0.1,0.7,0.154,0.4,1.5,0.286,0.268,0.6,0.9,0.611,0.1,0.5,0.6,0.4,0.2,0.1,0.5,0.7,1.7
216.0,Al Horford,C,37,BOS,49,22.0,27.0,3.0,6.1,0.495,1.6,3.8,0.404,1.5,2.3,0.649,0.622,0.3,0.4,0.85,1.3,5.4,6.7,2.7,0.5,1.0,0.7,1.5,7.9
217.0,Talen Horton-Tucker,PG,23,UTA,37,11.0,19.9,3.7,9.1,0.409,1.1,3.4,0.325,2.6,5.7,0.46,0.47,1.8,2.2,0.795,0.5,1.9,2.5,3.8,1.0,0.3,1.5,1.9,10.4
218.0,Danuel House Jr.,SF,30,PHI,34,4.0,15.0,1.4,3.1,0.448,0.4,1.5,0.3,0.9,1.6,0.582,0.519,1.0,1.4,0.761,0.5,1.2,1.7,0.8,0.4,0.1,0.6,1.3,4.2
219.0,Caleb Houstan,SF,21,ORL,43,9.0,15.4,1.6,4.0,0.398,1.4,3.7,0.381,0.2,0.3,0.636,0.576,0.4,0.5,0.773,0.5,1.2,1.7,0.6,0.3,0.1,0.3,1.2,5.0
220.0,Jett Howard,SF,20,ORL,13,0.0,3.8,0.6,1.7,0.364,0.4,1.3,0.294,0.2,0.4,0.6,0.477,0.2,0.3,0.5,0.1,0.3,0.4,0.2,0.0,0.1,0.2,0.2,1.8
221.0,Kevin Huerter,SG,25,SAC,57,52.0,25.3,4.1,9.2,0.449,2.1,5.6,0.369,2.1,3.6,0.576,0.562,0.6,0.8,0.766,0.6,3.1,3.6,2.6,0.6,0.4,0.8,2.1,10.9
222.0,Jay Huff,C,25,DEN,12,0.0,2.8,0.5,0.9,0.545,0.3,0.7,0.375,0.3,0.3,1.0,0.682,0.2,0.2,1.0,0.1,0.7,0.8,0.1,0.1,0.0,0.1,0.6,1.4
223.0,De'Andre Hunter,SF,26,ATL,35,24.0,28.2,5.1,10.6,0.478,1.9,4.6,0.416,3.1,6.0,0.526,0.569,3.2,3.6,0.89,0.6,3.3,3.9,1.3,0.8,0.3,1.3,2.7,15.3
224.0,Matthew Hurt,PF,23,MEM,5,0.0,13.6,1.4,4.0,0.35,0.6,2.2,0.273,0.8,1.8,0.444,0.425,0.6,0.6,1.0,1.0,0.8,1.8,0.6,0.0,0.4,0.0,0.6,4.0
225.0,Bones Hyland,PG,23,LAC,20,2.0,13.4,2.3,6.4,0.354,1.0,3.4,0.294,1.3,3.0,0.424,0.433,0.5,0.6,0.833,0.2,0.7,0.9,2.0,0.5,0.1,1.2,1.4,6.0
226.0,Joe Ingles,SF,36,ORL,46,0.0,17.3,1.6,3.8,0.417,1.1,2.6,0.417,0.5,1.2,0.418,0.56,0.4,0.5,0.857,0.3,1.9,2.2,3.0,0.7,0.1,0.9,1.4,4.7
227.0,Brandon Ingram,SF,26,NOP,55,55.0,33.3,8.1,16.6,0.491,1.4,4.0,0.361,6.7,12.6,0.532,0.534,4.2,5.2,0.804,0.7,4.3,5.0,5.8,0.8,0.6,2.6,2.3,21.9
228.0,Kyrie Irving,SG,31,DAL,38,38.0,34.2,9.8,19.9,0.491,2.9,7.1,0.418,6.8,12.8,0.532,0.566,3.2,3.6,0.891,0.8,4.3,5.1,5.1,1.2,0.5,1.6,1.9,25.7
229.0,Jonathan Isaac,PF,26,ORL,40,1.0,14.8,2.3,4.8,0.479,0.5,1.7,0.299,1.8,3.1,0.577,0.532,1.1,1.6,0.71,1.3,3.0,4.2,0.5,0.7,1.2,0.5,1.1,6.2
230.0,Jaden Ivey,SG,21,DET,55,39.0,28.0,5.3,11.9,0.445,1.5,4.4,0.349,3.8,7.5,0.501,0.509,3.0,4.1,0.741,1.2,2.3,3.6,3.7,0.7,0.6,2.4,2.9,15.1
231.0,Andre Jackson Jr.,SG,22,MIL,47,8.0,10.6,1.0,1.9,0.529,0.3,0.9,0.375,0.7,1.0,0.66,0.615,0.2,0.2,0.727,0.8,1.2,2.0,0.9,0.3,0.1,0.4,1.7,2.4
232.0,GG Jackson II,PF,19,MEM,27,1.0,20.1,3.9,8.8,0.443,1.7,4.4,0.392,2.1,4.3,0.496,0.542,1.7,2.4,0.682,1.0,2.4,3.4,0.7,0.4,0.6,1.0,1.2,11.2
